md5,sha1,file_extension,EntryPoint,PEType,MachineType,magic_number,bytes_on_last_page,pages_in_file,relocations,size_of_header,min_extra_paragraphs,max_extra_paragraphs,init_ss_value,init_sp_value,init_ip_value,init_cs_value,over_lay_number,oem_identifier,address_of_ne_header,Magic,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,OperatingSystemVersion,ImageVersion,SizeOfImage,SizeOfHeaders,Checksum,Subsystem,DllCharacteristics,SizeofStackReserve,SizeofStackCommit,SizeofHeapCommit,SizeofHeapReserve,LoaderFlags,text_VirtualSize,text_VirtualAddress,text_SizeOfRawData,text_PointerToRawData,text_PointerToRelocations,text_PointerToLineNumbers,text_Characteristics,rdata_VirtualSize,rdata_VirtualAddress,rdata_SizeOfRawData,rdata_PointerToRawData,rdata_PointerToRelocations,rdata_PointerToLineNumbers,rdata_Characteristics,registry_read,registry_write,registry_delete,registry_total,network_threats,network_dns,network_http,network_connections,processes_malicious,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Class,Category,Family
1daa541c7e074aa995f9dda2bb1e7cc6,48db13b648de29a13ae70140a2cdf8abbe2c7a9e,exe,0x1e1f9,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000118,PE32,0x00030600,0x00010200,0x00000000,0x0001E1F9,0x00001000,0x00032000,0x00400000,0x00001000,0x00000200,5.1,0,0x00068000,0x00000400,0x00184409,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00030581,0x00001000,0x00030600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000A332,0x00032000,0x0000A400,0x00030A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",48.0,0.0,0.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,3.0,201.0,Benign,Benign,Benign
00a1b32ce72a4b32f19784f4ecd4d14e,41ff9b14105561b1c5ea1914b516728e98244c82,exe,0x1590,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00005A00,0x0003A400,0x00008E00,0x00001590,0x00001000,0x00007000,0x00400000,0x00001000,0x00000200,4,1,0x0004F000,0x00000400,0x00042AD6,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0x00200000,0x00001000,0x00001000,0x00100000,0x00000000,0x00005970,0x00001000,0x00005A00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000918,0x00008000,0x00000A00,0x00006000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",185.0,1.0,0.0,186.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,38.0,0.0,0.0,1.0,0.0,5.0,59.0,Benign,Benign,Benign
0e4baee67e1dce71c1a334e22e50380e,6eb1cb1d94a00daf1fb91218b050fdcba8436c03,exe,0x10b57,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00005A00,0x0003A400,0x00008E00,0x00001590,0x00001000,0x00007000,0x00400000,0x00001000,0x00000200,4,1,0x0004F000,0x00000400,0x00042AD6,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0x00200000,0x00001000,0x00001000,0x00100000,0x00000000,0x00005970,0x00001000,0x00005A00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000918,0x00008000,0x00000A00,0x00006000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",10.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
62b039b2af7bf5f6abf35ef903024300,4ae220e451482e839619c2e927752468e0eda8d5,exe,0x1731c7a,PE32,"Intel 386 or later, and compatibles",MZ,0x0040,0x0001,0x0000,0x0002,0x0004,0xFFFF,0x0002,0x0040,0x000E,0x0000,0x0000,0x2032,0x00000040,PE32,0x00000C00,0x00001C00,0x00000000,0x01731C7A,0x00001000,0x00002000,0x00400000,0x00001000,0x00000200,6,0,0x0173C000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00001000,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0x00000918,0x00008000,0x00000A00,0x00006000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,0.0,2.0,2.0,Benign,Benign,Benign
7589cf4c8aba39edc585d952da9e45b0,24c92800b3517125a2a56ffdf4e40fcb6e7a8a94,exe,0x1882a,PE32,"Intel 386 or later, and compatibles",MZ,0x0040,0x0001,0x0000,0x0002,0x0004,0xFFFF,0x0002,0x0040,0x000E,0x0000,0x0000,0x2032,0x00000040,PE32,0x00000C00,0x00001C00,0x00000000,0x01731C7A,0x00001000,0x00002000,0x00400000,0x00001000,0x00000200,6,0,0x0173C000,0x00000400,0x00000000,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00001000,0x00001000,0x00000000,0x00000000,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0x00000918,0x00008000,0x00000A00,0x00006000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
0bca3f16dd527b4150648ec1e36cb22a,842ae39880c3c0bc501007b42949950c3d3b7ed3,exe,0x7442,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000110,PE32,0x00011E00,0x00011200,0x00000000,0x00007442,0x00001000,0x00013000,0x00400000,0x00001000,0x00000200,5.1,0,0x00026000,0x00000400,0x0002CC80,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00011C54,0x00001000,0x00011E00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000918,0x00008000,0x00000A00,0x00006000,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",244.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,48.0,0.0,0.0,0.0,0.0,5.0,77.0,Benign,Benign,Benign
d37c1bb957d2209d5f42d0698ae4abfe,8dd200b1df6f0288b71f8b864016a0a95f3a91d9,exe,0x4c39,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E8,PE32,0x00014000,0x00147400,0x00000000,0x00004C39,0x00001000,0x00015000,0x00400000,0x00001000,0x00000200,5,0,0x00160000,0x00000400,0x00161032,IMAGE_SUBSYSTEM_WINDOWS_GUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00013E78,0x00001000,0x00014000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000342A,0x00015000,0x00003600,0x00014400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,5.0,106.0,Benign,Benign,Benign
976e13a09fa0023c746291e3ea6c3bbe,7a5e13129de127a0404db05c8de1ab12069fdaaf,exe,0x1f530,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E8,PE32,0x00014000,0x00147400,0x00000000,0x00004C39,0x00001000,0x00015000,0x00400000,0x00001000,0x00000200,5,0,0x00160000,0x00000400,0x00161032,IMAGE_SUBSYSTEM_WINDOWS_GUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00013E78,0x00001000,0x00014000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000342A,0x00015000,0x00003600,0x00014400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",456.0,28.0,0.0,484.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,41.0,2.0,1.0,1.0,0.0,0.0,0.0,Benign,Benign,Benign
595811376ef6ebe3c9b34f95944b5e3e,8698881be0945edbe7e11c0351c9c714e767064a,exe,0x1eeda,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x000000E8,PE32,0x00014000,0x00147400,0x00000000,0x00004C39,0x00001000,0x00015000,0x00400000,0x00001000,0x00000200,5,0,0x00160000,0x00000400,0x00161032,IMAGE_SUBSYSTEM_WINDOWS_GUI,['IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE'],0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00013E78,0x00001000,0x00014000,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x0000342A,0x00015000,0x00003600,0x00014400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",181.0,0.0,0.0,181.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
814fda04a8903fb9ef39932a4d17d66e,c0a68b8d1fa6e02266fdb820929e6d3021f48b01,exe,0x6d100,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0004,0x0000,0x0000,0xFFFF,0x0000,0x008B,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x00478600,0x00070E00,0x00000000,0x0006D100,0x00001000,0x0092E000,0x00400000,0x00001000,0x00000200,6.1,1,0x00A25000,0x00000400,0x009FBF99,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0x00100000,0x00001000,0x00001000,0x00100000,0x00000000,0x00478419,0x00001000,0x00478600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x004B3994,0x0047A000,0x004B3A00,0x00478A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",304.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,2.0,0.0,1.0,41.0,Benign,Benign,Benign
bd126a7b59d5d1f97ba89a3e71425731,457b1cd985ed07baffd8c66ff40e9c1b6da93753,exe,0x6d100,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0004,0x0000,0x0000,0xFFFF,0x0000,0x008B,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,401408,4096,569344,0x000ED800,573440,974848,4194304,4096,512,4,0,978944,4096,0,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,0x00478419,0x00001000,0x00478600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x004B3994,0x0047A000,0x004B3A00,0x00478A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,5.0,7.0,Benign,Benign,Benign
8742c015240d3807cda31988658f2b80,7e89a31bbcbc780f3e2adc777995501f86079d6e,exe,0x34a4,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0004,0x0000,0x0000,0xFFFF,0x0000,0x008B,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,401408,4096,569344,0x000ED800,573440,974848,4194304,4096,512,4,0,978944,4096,0,IMAGE_SUBSYSTEM_WINDOWS_CUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1048576,4096,4096,1048576,0,0x00478419,0x00001000,0x00478600,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x004B3994,0x0047A000,0x004B3A00,0x00478A00,0x00000000,0x00000000,"['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",123.0,0.0,0.0,123.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
dd206e36bf30a72f87b045d19c5bd745,8ca62f17965394d567bdde044b9cab7cd6c4c2ec,exe,0x1590,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x0000AC00,0x00046A00,0x00009800,0x00001590,0x00001000,0x0000C000,0x00400000,0x00001000,0x00000200,4,1,0x00060000,0x00000400,0x0005BEB6,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0x00200000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000AB20,0x00001000,0x0000AC00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000F18,0x0000D000,0x00001000,0x0000B200,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",12435.0,90.0,0.0,12525.0,0.0,10.0,4.0,16.0,0.0,0.0,3.0,39.0,0.0,6.0,4.0,0.0,5.0,67.0,Benign,Benign,Benign
2b0c2a69b2615e69ce9b5b65847b2598,586c543344c0c8ce1ef0cdc630363261042fb6a9,exe,0x1949f,PE32,"Intel 386 or later, and compatibles",MZ,0x0090,0x0003,0x0000,0x0004,0x0000,0xFFFF,0x0000,0x00B8,0x0000,0x0000,0x0000,0x0000,0x00000080,PE32,0x0000AC00,0x00046A00,0x00009800,0x00001590,0x00001000,0x0000C000,0x00400000,0x00001000,0x00000200,4,1,0x00060000,0x00000400,0x0005BEB6,IMAGE_SUBSYSTEM_WINDOWS_GUI,"['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0x00200000,0x00001000,0x00001000,0x00100000,0x00000000,0x0000AB20,0x00001000,0x0000AC00,0x00000400,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0x00000F18,0x0000D000,0x00001000,0x0000B200,0x00000000,0x00000000,"['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",132.0,0.0,0.0,132.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign,Benign
